course_basic_ID,course_sp_ID,course_name,department,semester,recommended_term,category,credit,beg_week,last_week,teacher,classroom,limits,prereq_ID
BIOL0031122003,04,遗传学,生命科学学院,春季学期,2,学科基础课,4,1,14,宋宇雯,实验楼103,45,
BIOL0031122029,01,生物课程与教学论专题,生命科学学院,春季学期,2,专业必修课,4,3,12,王璐华,综合楼222,40,
BIOL0031162002,01,动物学,生命科学学院,春季学期,6,专业必修课,4,5,10,吴欣睿,综合楼427,45,BIOL0031152001
BIOL0031162002,02,动物学,生命科学学院,春季学期,6,专业必修课,4,5,10,赵楠晨,综合楼303,45,BIOL0031152001
BIOL0031162002,04,动物学,生命科学学院,春季学期,6,专业必修课,4,5,10,陈敏静,理科楼415,65,BIOL0031152001
BIOL0031162014,02,生物课程与教学论课程设计,生命科学学院,春季学期,6,专业必修课,4,1,16,郭佳芳,实验楼506,140,BIOL0031122003;BIOL0031112004
ENVI0031122029,02,生态工程专题,生态与环境科学学院,春季学期,2,学科基础课,5,1,14,宋欣杰,实验楼123,55,
ELEC0031122018,01,通信原理案例研究,电子信息工程学院,春季学期,2,学科基础课,4,1,18,周睿欣,综合楼317,100,
ECON0031122007,01,金融市场学课程设计,经济与管理学院,春季学期,2,学科基础课,4,1,12,杨宇昕,公管楼311,60,
ECON0031122007,06,金融市场学课程设计,经济与管理学院,春季学期,2,学科基础课,4,1,12,郭琳楠,社科楼401,60,
ARTS0031122005,01,中国美术史专题,美术学院,春季学期,2,学科基础课,4,1,16,梁洋悦,美术楼101,120,
ARTS0031122005,02,中国美术史专题,美术学院,春季学期,2,学科基础课,4,1,16,高芳佳,美术楼309,100,
ARTS0031122005,04,中国美术史专题,美术学院,春季学期,2,学科基础课,4,1,16,吴佳雯,美术楼108,120,
ARTS0031122005,05,中国美术史专题,美术学院,春季学期,2,学科基础课,4,1,16,高然琪,美术楼518,120,
COMS0031121009,02,数据结构,计算机科学与技术学院,春季学期,2,学科基础课,4.5,1,16,马宁静,综合楼211,160,COMS0031121004
COMS0031121015,01,数字逻辑电路,计算机科学与技术学院,春季学期,2,学科基础课,4,3,12,郭峰杰,信息楼105,90,COMS0031121004
COMS0031121015,04,数字逻辑电路,计算机科学与技术学院,春季学期,2,学科基础课,4,3,12,赵敏晨,理科楼306,90,COMS0031121004
COMS0031121015,05,数字逻辑电路,计算机科学与技术学院,春季学期,2,学科基础课,4,3,12,赵芳宇,实验楼217,100,COMS0031121004
COMS0031121015,06,数字逻辑电路,计算机科学与技术学院,春季学期,2,学科基础课,4,3,12,王明华,信息楼527,100,COMS0031121004
COMS0031121015,07,数字逻辑电路,计算机科学与技术学院,春季学期,2,学科基础课,4,3,12,张昕琳,理科楼226,70,COMS0031121004
COMS0031122033,03,云计算基础,计算机科学与技术学院,春季学期,2,学科基础课,4,1,16,黄华雯,信息楼505,45,
COMS0031131990,02,操作系统,计算机科学与技术学院,春季学期,4,专业必修课,4,3,12,胡洋佳,理科楼315,150,COMS0031121009;COMS0031131049
COMS0031131990,03,操作系统,计算机科学与技术学院,春季学期,4,专业必修课,4,3,12,宋琳璐,理科楼508,170,COMS0031121009;COMS0031131049
COMS0031142023,01,移动应用开发,计算机科学与技术学院,春季学期,4,专业必修课,4,5,10,刘峰杰,实验楼207,130,COMS0031132022;COMS0031121004
DESN0031142026,01,设计概论课程设计,设计学院,春季学期,4,专业必修课,4,1,18,王然悦,设计楼304,130,DESN0031112008
DESN0031162029,02,图形创意,设计学院,春季学期,6,专业必修课,4,1,16,王芳华,设计楼119,60,DESN0031142006
MUSI0031122021,03,作曲基础课程设计,音乐学院,春季学期,2,学科基础课,4,1,16,罗欣昕,设计楼520,100,
CHIN0031122005,02,语文课程与教学论案例研究,中国语言文学系,春季学期,2,学科基础课,2,5,10,郑芳宇,外语楼510,30,
CHIN0031122005,03,语文课程与教学论案例研究,中国语言文学系,春季学期,2,学科基础课,2,5,10,孙静昕,中文楼106,30,
CHIN0031122011,02,语言学概论,中国语言文学系,春季学期,2,学科基础课,4.5,1,14,黄欣敏,中文楼128,60,
CHIN0031122011,03,语言学概论,中国语言文学系,春季学期,2,学科基础课,4.5,1,14,梁楠琪,中文楼527,60,
CHIN0031122011,04,语言学概论,中国语言文学系,春季学期,2,学科基础课,4.5,1,14,胡芳宇,人文楼228,60,
CHIN0031122011,06,语言学概论,中国语言文学系,春季学期,2,学科基础课,4.5,1,14,孙宇然,文史楼316,80,
CHIN0031122015,01,汉字学专题,中国语言文学系,春季学期,2,专业必修课,3.5,1,14,胡芳宇,人文楼313,45,
CHIN0031122015,02,汉字学专题,中国语言文学系,春季学期,2,专业必修课,3.5,1,14,孙琪睿,人文楼108,35,
CHIN0031122015,03,汉字学专题,中国语言文学系,春季学期,2,专业必修课,3.5,1,14,郭悦明,中文楼222,45,
CHIN0031122015,04,汉字学专题,中国语言文学系,春季学期,2,专业必修课,3.5,1,14,黄悦明,中文楼530,45,
CHIN0031122015,05,汉字学专题,中国语言文学系,春季学期,2,专业必修课,3.5,1,14,郭悦明,人文楼326,45,
CHIN0031122019,02,中国现当代文学实践,中国语言文学系,春季学期,2,学科基础课,2,1,16,李伟芳,中文楼527,100,
CHIN0031122036,04,外国文学案例研究,中国语言文学系,春季学期,2,专业必修课,3,3,12,李伟芳,外语楼414,30,
CHIN0031142017,03,中国文学批评史,中国语言文学系,春季学期,4,专业必修课,3,5,10,郑芳宇,文史楼530,55,CHIN0031122015;HIST0031122003
CHIN0031142017,04,中国文学批评史,中国语言文学系,春季学期,4,专业必修课,3,5,10,李宇然,中文楼529,45,CHIN0031122015;HIST0031122003
CHIN0031142017,05,中国文学批评史,中国语言文学系,春季学期,4,专业必修课,3,5,10,郑然峰,文史楼220,55,CHIN0031122015;HIST0031122003
CHIN0031142018,01,训诂学课程设计,中国语言文学系,春季学期,4,专业必修课,3,1,16,黄佳洋,人文楼325,100,SOCI0031132001
CHIN0031142018,02,训诂学课程设计,中国语言文学系,春季学期,4,专业必修课,3,1,16,刘悦明,人文楼304,70,SOCI0031132001
CHIN0031142018,03,训诂学课程设计,中国语言文学系,春季学期,4,专业必修课,3,1,16,罗洁博,人文楼309,80,SOCI0031132001
CHIN0031162013,01,汉字学,中国语言文学系,春季学期,6,专业必修课,3,1,12,罗洁博,文史楼410,20,SOCI0031142016
CHIN0031162013,02,汉字学,中国语言文学系,春季学期,6,专业必修课,3,1,12,梁雯洁,中文楼117,20,SOCI0031142016
CHIN0031162020,02,文学概论,中国语言文学系,春季学期,6,专业选修课,2,1,14,吴洁博,文史楼106,30,CHIN0031132016
CHIN0031182004,02,中国现当代文学实验,中国语言文学系,春季学期,8,专业必修课,3,1,18,李琪睿,外语楼522,55,CHIN0031152002
CHIN0031182004,04,中国现当代文学实验,中国语言文学系,春季学期,8,专业必修课,3,1,18,赵睿欣,外语楼517,55,CHIN0031152002
CHIN0031182004,05,中国现当代文学实验,中国语言文学系,春季学期,8,专业必修课,3,1,18,周敏晨,中文楼409,45,CHIN0031152002
CHIN0031182030,01,中国古代文学专题,中国语言文学系,春季学期,8,专业选修课,3,1,12,吴华雯,外语楼528,45,CHIN0031122011
AINT0031142005,02,生成式人工智能课程设计,人工智能学院,春季学期,4,专业必修课,2,3,12,孙琳洋,实验楼511,120,COMS0031121004;COMS0031131013
AINT0031142005,03,生成式人工智能课程设计,人工智能学院,春季学期,4,专业必修课,2,3,12,高博洁,理科楼313,120,COMS0031121004;COMS0031131013
AINT0031142005,04,生成式人工智能课程设计,人工智能学院,春季学期,4,专业必修课,2,3,12,马博洁,理科楼412,140,COMS0031121004;COMS0031131013
AINT0031142005,05,生成式人工智能课程设计,人工智能学院,春季学期,4,专业必修课,2,3,12,林欣昕,实验楼218,110,COMS0031121004;COMS0031131013
AINT0031162002,03,机器学习,人工智能学院,春季学期,6,专业必修课,3.5,1,12,刘琪博,实验楼125,110,COMS0031121004
AINT0031162019,01,智能机器人案例研究,人工智能学院,春季学期,6,专业必修课,4,1,14,黄琪博,理科楼122,30,
AINT0031162019,03,智能机器人案例研究,人工智能学院,春季学期,6,专业必修课,4,1,14,陈芳欣,综合楼321,50,
AINT0031182012,02,AI安全与伦理专题,人工智能学院,春季学期,8,专业必修课,3.5,1,14,马宁佳,理科楼125,90,
AINT0031182012,03,AI安全与伦理专题,人工智能学院,春季学期,8,专业必修课,3.5,1,14,林悦然,理科楼406,80,
AINT0031182017,01,神经网络基础专题,人工智能学院,春季学期,8,专业选修课,2,5,10,郑雯伟,理科楼123,60,AINT0031152007
COMS0031131042,01,人工智能,人工智能学院,春季学期,4,专业必修课,3,3,12,郑宁佳,综合楼513,100,COMS0031121009;STAT0031121004
COMS0031131042,02,人工智能,人工智能学院,春季学期,4,专业必修课,3,3,12,王博洁,综合楼522,110,COMS0031121009;STAT0031121004
COMS0031131042,04,人工智能,人工智能学院,春季学期,4,专业必修课,3,3,12,郭峰楠,信息楼120,120,COMS0031121009;STAT0031121004
COMM0031122001,01,广告学实验,传播学院,春季学期,2,学科基础课,2,5,10,张璐琪,社科楼309,120,
COMM0031122024,03,广告学实践,传播学院,春季学期,2,学科基础课,2,1,14,罗静敏,传播楼524,45,
COMM0031122026,01,网络舆情分析,传播学院,春季学期,2,学科基础课,5,1,14,孙佳璐,社科楼112,80,
COMM0031122026,02,网络舆情分析,传播学院,春季学期,2,学科基础课,5,1,14,郑璐琪,法商楼320,70,
COMM0031122028,01,新媒体传播,传播学院,春季学期,2,学科基础课,5,1,16,马雯悦,社科楼207,45,
COMM0031122028,02,新媒体传播,传播学院,春季学期,2,学科基础课,5,1,16,周楠华,法商楼224,35,
COMM0031122028,03,新媒体传播,传播学院,春季学期,2,学科基础课,5,1,16,徐睿宇,法商楼430,45,
COMM0031122028,04,新媒体传播,传播学院,春季学期,2,学科基础课,5,1,16,徐睿宇,传播楼515,35,
COMM0031122028,05,新媒体传播,传播学院,春季学期,2,学科基础课,5,1,16,宋欣博,传播楼521,45,
COMM0031122028,06,新媒体传播,传播学院,春季学期,2,学科基础课,5,1,16,朱峰然,法商楼125,65,
COMM0031142003,01,纪录片创作实践,传播学院,春季学期,4,专业必修课,3,3,12,朱峰然,传播楼301,20,COMM0031122001
COMM0031142003,02,纪录片创作实践,传播学院,春季学期,4,专业必修课,3,3,12,何敏佳,法商楼528,50,COMM0031122001
COMM0031142003,03,纪录片创作实践,传播学院,春季学期,4,专业必修课,3,3,12,吴琪洋,传播楼519,30,COMM0031122001
COMM0031142017,01,数据新闻专题,传播学院,春季学期,4,专业必修课,3.5,3,12,王明晨,传播楼306,70,HIST0031122017
COMM0031142017,02,数据新闻专题,传播学院,春季学期,4,专业必修课,3.5,3,12,徐宁峰,社科楼122,80,HIST0031122017
COMM0031142017,03,数据新闻专题,传播学院,春季学期,4,专业必修课,3.5,3,12,郭琳芳,法商楼327,100,HIST0031122017
COMM0031182011,02,广播电视概论专题,传播学院,春季学期,8,专业选修课,2.5,9,8,刘洁睿,传播楼310,20,
COMM0031182015,02,媒介经营管理案例研究,传播学院,春季学期,8,专业选修课,2,1,16,马雯悦,公管楼404,140,SOCI0031152010
COMM0031182015,03,媒介经营管理案例研究,传播学院,春季学期,8,专业选修课,2,1,16,陈洋静,法商楼212,120,SOCI0031152010
SPRT0031122003,02,体操案例研究,体育与健康学院,春季学期,2,学科基础课,2,1,16,宋佳雯,音乐楼510,80,
SPRT0031122011,04,运动生理学实践,体育与健康学院,春季学期,2,学科基础课,2,1,14,陈洋悦,美术楼117,30,
SPRT0031122019,01,运动解剖学实践,体育与健康学院,春季学期,2,学科基础课,2.5,1,14,梁芳佳,设计楼503,40,
SPRT0031122019,02,运动解剖学实践,体育与健康学院,春季学期,2,学科基础课,2.5,1,14,梁明伟,美术楼426,20,
SPRT0031142017,01,运动训练学专题,体育与健康学院,春季学期,4,专业必修课,3,5,10,杨琪明,音乐楼413,130,SPRT0031112006;SPRT0031132014
SPRT0031142017,02,运动训练学专题,体育与健康学院,春季学期,4,专业必修课,3,5,10,徐睿晨,音乐楼216,140,SPRT0031112006;SPRT0031132014
SPRT0031142017,03,运动训练学专题,体育与健康学院,春季学期,4,专业必修课,3,5,10,李磊博,设计楼529,120,SPRT0031112006;SPRT0031132014
SPRT0031142017,04,运动训练学专题,体育与健康学院,春季学期,4,专业必修课,3,5,10,高睿晨,设计楼411,140,SPRT0031112006;SPRT0031132014
SPRT0031142017,05,运动训练学专题,体育与健康学院,春季学期,4,专业必修课,3,5,10,何然琪,设计楼123,120,SPRT0031112006;SPRT0031132014
SPRT0031162007,01,武术专题,体育与健康学院,春季学期,6,专业选修课,2,5,10,王宁磊,音乐楼210,100,SPRT0031142004
SPRT0031162023,03,学校体育学专题,体育与健康学院,春季学期,6,专业选修课,2,1,16,杨磊博,设计楼402,20,SPRT0031122019;SPRT0031142002
SPRT0031162023,04,学校体育学专题,体育与健康学院,春季学期,6,专业选修课,2,1,16,杨琪明,音乐楼525,50,SPRT0031122019;SPRT0031142002
SPRT0031182001,01,体操实验,体育与健康学院,春季学期,8,专业选修课,2,9,8,杨琪明,美术楼328,100,
SPRT0031182016,02,体育课程与教学论案例研究,体育与健康学院,春季学期,8,专业必修课,3,1,18,梁芳佳,音乐楼403,90,SPRT0031142004
LIBR0031162014,03,学术出版与传播实验,信息管理系,春季学期,6,专业必修课,2.5,5,10,马昕静,传播楼229,120,LIBR0031152008
LIBR0031162016,01,文献计量学,信息管理系,春季学期,6,专业选修课,2,5,10,周杰欣,法商楼219,70,LIBR0031142006
LIBR0031162017,01,图书馆学基础实验,信息管理系,春季学期,6,专业选修课,3,1,14,李宇楠,公管楼312,30,LIBR0031152015
LIBR0031182020,02,信息政策与法规案例研究,信息管理系,春季学期,8,专业必修课,4,3,12,何敏琪,传播楼302,45,LIBR0031132002
LIBR0031182020,04,信息政策与法规案例研究,信息管理系,春季学期,8,专业必修课,4,3,12,林静明,传播楼404,45,LIBR0031132002
PUBA0031122001,01,公共管理学课程设计,公共管理学院,春季学期,2,专业必修课,4,1,16,谢静芳,法商楼107,90,
PUBA0031122001,02,公共管理学课程设计,公共管理学院,春季学期,2,专业必修课,4,1,16,孙欣宁,传播楼505,120,
PUBA0031122004,02,公共部门人力资源管理,公共管理学院,春季学期,2,专业必修课,3,5,10,徐明欣,公管楼206,110,
PUBA0031122019,01,公共经济学专题,公共管理学院,春季学期,2,学科基础课,3,1,16,孙琳明,社科楼404,140,
PUBA0031122019,02,公共经济学专题,公共管理学院,春季学期,2,学科基础课,3,1,16,张杰晨,传播楼105,110,
PUBA0031122023,01,公共经济学案例研究,公共管理学院,春季学期,2,学科基础课,5,1,18,宋晨敏,社科楼508,100,
PUBA0031122023,02,公共经济学案例研究,公共管理学院,春季学期,2,学科基础课,5,1,18,张昕磊,社科楼515,110,
PUBA0031122023,03,公共经济学案例研究,公共管理学院,春季学期,2,学科基础课,5,1,18,马宁洁,公管楼116,100,
PUBA0031122023,04,公共经济学案例研究,公共管理学院,春季学期,2,学科基础课,5,1,18,梁然悦,法商楼529,120,
PUBA0031122023,05,公共经济学案例研究,公共管理学院,春季学期,2,学科基础课,5,1,18,周洋伟,社科楼524,90,
PUBA0031142020,01,城市管理课程设计,公共管理学院,春季学期,4,专业必修课,3,1,16,马楠琳,公管楼125,45,PUBA0031132006;PUBA0031122019
PUBA0031142020,02,城市管理课程设计,公共管理学院,春季学期,4,专业必修课,3,1,16,张璐峰,社科楼428,55,PUBA0031132006;PUBA0031122019
PUBA0031162007,02,公共管理学实验,公共管理学院,春季学期,6,专业选修课,2,3,12,孙晨敏,公管楼530,50,PUBA0031122001
PUBA0031162016,02,非营利组织管理,公共管理学院,春季学期,6,专业必修课,4,5,10,吴琪杰,传播楼205,140,PUBA0031132006
CHEM0031122003,01,无机化学案例研究,化学与分子工程学院,春季学期,2,专业必修课,3,5,10,梁明伟,实验楼517,110,
CHEM0031122003,02,无机化学案例研究,化学与分子工程学院,春季学期,2,专业必修课,3,5,10,陈洋悦,实验楼511,100,
CHEM0031122003,03,无机化学案例研究,化学与分子工程学院,春季学期,2,专业必修课,3,5,10,马昕华,理科楼506,120,
CHEM0031142011,01,化学安全教育专题,化学与分子工程学院,春季学期,4,专业必修课,4,1,12,朱琳昕,实验楼426,30,
CHEM0031142011,02,化学安全教育专题,化学与分子工程学院,春季学期,4,专业必修课,4,1,12,王雯峰,理科楼330,30,
CHEM0031142011,03,化学安全教育专题,化学与分子工程学院,春季学期,4,专业必修课,4,1,12,黄欣杰,实验楼425,30,
CHEM0031162007,02,结构化学实践,化学与分子工程学院,春季学期,6,专业必修课,2.5,1,16,陈楠宇,实验楼511,70,
CHEM0031162025,01,无机化学实践,化学与分子工程学院,春季学期,6,专业必修课,2,1,14,朱琳昕,实验楼505,80,CHEM0031152010
CHEM0031162025,02,无机化学实践,化学与分子工程学院,春季学期,6,专业必修课,2,1,14,宋晨睿,综合楼320,70,CHEM0031152010
CHEM0031162025,03,无机化学实践,化学与分子工程学院,春季学期,6,专业必修课,2,1,14,徐睿晨,实验楼126,70,CHEM0031152010
CHEM0031182015,01,无机化学,化学与分子工程学院,春季学期,8,专业选修课,3,1,18,胡璐欣,理科楼108,65,CHEM0031132006
CHEM0031182019,01,化学课程与教学论课程设计,化学与分子工程学院,春季学期,8,专业必修课,3.5,1,12,陈雯峰,理科楼227,100,CHEM0031142011
CHEM0031182019,02,化学课程与教学论课程设计,化学与分子工程学院,春季学期,8,专业必修课,3.5,1,12,黄琳昕,信息楼329,120,CHEM0031142011
CHEM0031182023,01,材料化学,化学与分子工程学院,春季学期,8,专业必修课,3.5,1,14,朱琳昕,理科楼318,30,
HIST0031122002,04,历史文献学,历史学系,春季学期,2,学科基础课,2,1,14,郑雯静,文史楼305,60,
HIST0031122003,01,历史地理学实验,历史学系,春季学期,2,学科基础课,2,1,14,胡睿华,文史楼427,65,
HIST0031122003,02,历史地理学实验,历史学系,春季学期,2,学科基础课,2,1,14,林琳雯,中文楼109,45,
HIST0031122003,03,历史地理学实验,历史学系,春季学期,2,学科基础课,2,1,14,郑睿华,文史楼304,65,
HIST0031122003,04,历史地理学实验,历史学系,春季学期,2,学科基础课,2,1,14,王璐琳,文史楼106,65,
HIST0031122017,01,历史文献学实验,历史学系,春季学期,2,学科基础课,2,1,14,马博峰,人文楼328,60,
HIST0031122017,04,历史文献学实验,历史学系,春季学期,2,学科基础课,2,1,14,胡宁悦,外语楼507,60,
HIST0031122017,05,历史文献学实验,历史学系,春季学期,2,学科基础课,2,1,14,周明宇,人文楼206,50,
HIST0031122019,01,世界古代史,历史学系,春季学期,2,学科基础课,3,1,14,罗晨博,外语楼223,40,
HIST0031122019,02,世界古代史,历史学系,春季学期,2,学科基础课,3,1,14,徐敏伟,文史楼207,30,
HIST0031122019,04,世界古代史,历史学系,春季学期,2,学科基础课,3,1,14,罗晨博,外语楼312,60,
HIST0031122030,01,考古学通论,历史学系,春季学期,2,学科基础课,4.5,1,14,杨琳雯,外语楼416,40,
HIST0031122030,02,考古学通论,历史学系,春季学期,2,学科基础课,4.5,1,14,马博峰,人文楼114,40,
HIST0031122030,03,考古学通论,历史学系,春季学期,2,学科基础课,4.5,1,14,胡宁悦,人文楼207,60,
HIST0031122031,01,世界近现代史课程设计,历史学系,春季学期,2,专业必修课,3,1,12,张雯静,外语楼107,40,
HIST0031122031,02,世界近现代史课程设计,历史学系,春季学期,2,专业必修课,3,1,12,林琳雯,文史楼210,50,
HIST0031122031,03,世界近现代史课程设计,历史学系,春季学期,2,专业必修课,3,1,12,李琳雯,中文楼107,40,
HIST0031142006,01,中国古代史实验,历史学系,春季学期,4,专业选修课,3,3,12,黄琪然,文史楼506,60,POLI0031132005
HIST0031142021,02,口述史方法专题,历史学系,春季学期,4,专业必修课,3,5,10,黄静宁,中文楼301,50,HIST0031132016
HIST0031142021,04,口述史方法专题,历史学系,春季学期,4,专业必修课,3,5,10,黄静宁,文史楼321,40,HIST0031132016
HIST0031162001,01,历史课程与教学论专题,历史学系,春季学期,6,专业必修课,3,5,10,张睿华,外语楼501,80,SOCI0031132001;POLI0031142001
HIST0031162001,02,历史课程与教学论专题,历史学系,春季学期,6,专业必修课,3,5,10,刘琪然,文史楼519,80,SOCI0031132001;POLI0031142001
HIST0031162010,01,区域社会史专题,历史学系,春季学期,6,专业必修课,3.5,1,16,郑明宇,文史楼319,60,POLI0031152003;POLI0031132004
HIST0031162010,03,区域社会史专题,历史学系,春季学期,6,专业必修课,3.5,1,16,赵洋洁,文史楼216,50,POLI0031152003;POLI0031132004
HIST0031162018,01,史学概论课程设计,历史学系,春季学期,6,专业选修课,2,1,12,马芳晨,外语楼128,120,HIST0031132015
CLAS0031122016,04,古代地中海史,古典文明研究中心,春季学期,2,学科基础课,3,1,12,马楠琳,文史楼526,40,
CLAS0031142004,02,拉丁语基础,古典文明研究中心,春季学期,4,专业必修课,2,9,8,吴静芳,人文楼209,110,
CLAS0031142010,01,希腊语基础课程设计,古典文明研究中心,春季学期,4,专业必修课,3,1,12,高博静,人文楼128,90,CLAS0031132006
CLAS0031142021,01,古代地中海史案例研究,古典文明研究中心,春季学期,4,专业必修课,4,1,14,宋琳明,中文楼316,100,CLAS0031132017
CLAS0031142021,02,古代地中海史案例研究,古典文明研究中心,春季学期,4,专业必修课,4,1,14,马雯佳,外语楼427,70,CLAS0031132017
CLAS0031162018,02,神话与史诗课程设计,古典文明研究中心,春季学期,6,专业选修课,2,3,12,林欣宁,外语楼206,35,CLAS0031122015
