course_basic_ID,course_sp_ID,day,beg,last
HIST0031162001,01,Tue,3,2
BIOL0031162002,01,Fri,8,2
BIOL0031162002,01,Wed,4,2
BIOL0031162002,01,Tue,2,1
TEAC0031182001,01,Wed,8,3
PREE0031152002,01,Thu,6,2
AINT0031172001,01,Mon,1,1
HIST0031122002,01,Mon,4,2
PREE0031112003,01,Thu,12,2
PREE0031112003,01,Mon,1,2
PREE0031112003,01,Fri,10,1
COMM0031122001,01,Thu,9,2
COMM0031122001,01,Wed,13,1
PHYS0031132001,01,Mon,9,2
PHYS0031132001,01,Sat,12,1
DESN0031162002,01,Wed,6,3
PREE0031172004,01,Mon,6,2
PREE0031172004,01,Fri,9,2
DESN0031182003,01,Fri,12,2
LIBR0031122001,01,Fri,4,2
PRIM0031112001,01,Mon,6,2
PRIM0031112001,01,Tue,4,1
MARX0031162002,01,Fri,3,2
MARX0031162002,01,Wed,8,2
POLI0031132002,01,Mon,4,1
URBN0031142001,01,Wed,3,2
MUSI0031182001,01,Sat,11,2
EDUC0031142001,01,Thu,6,2
COMM0031112002,01,Fri,8,2
DESN0031152004,01,Tue,1,2
DESN0031182005,01,Tue,11,2
DESN0031182005,01,Mon,1,1
COMS0031152002,01,Thu,6,2
COMS0031162003,01,Wed,4,2
COMS0031162003,01,Thu,8,1
ENVI0031122001,01,Mon,8,2
ENVI0031122001,01,Thu,12,2
SOCI0031112002,01,Fri,11,3
GEOG0031142001,01,Thu,1,2
COMM0031142003,01,Wed,4,2
COMM0031142003,01,Thu,10,1
MARX0031152003,01,Mon,3,2
MARX0031152003,01,Tue,8,2
PSYC0031172002,01,Tue,3,2
PSYC0031172002,01,Thu,1,1
GEOG0031162002,01,Wed,8,2
GEOG0031162002,01,Fri,12,1
BIOL0031122003,01,Wed,11,2
BIOL0031122003,01,Mon,3,2
BIOL0031122003,01,Sat,2,1
DATA0031122002,01,Thu,11,3
DATA0031122002,01,Wed,6,2
MUSI0031172002,01,Tue,3,1
COMM0031142004,01,Tue,10,1
COMM0031182005,01,Fri,3,2
AINT0031162002,01,Mon,1,3
PSYC0031142003,01,Sun,6,2
DESN0031142006,01,Thu,12,2
DESN0031142006,01,Mon,6,1
LAWS0031182001,01,Wed,1,2
LAWS0031182001,01,Thu,1,1
POLI0031152003,01,Fri,12,2
POLI0031152003,01,Mon,3,1
SPRT0031142002,01,Mon,6,2
DESN0031182007,01,Mon,1,3
DESN0031182007,01,Thu,12,2
ENVI0031182002,01,Mon,11,2
URBN0031182002,01,Wed,9,2
PRIM0031182002,01,Fri,7,1
HIST0031122003,01,Tue,12,2
HIST0031122003,01,Mon,7,1
LANG0031122001,01,Tue,3,3
LANG0031122001,01,Fri,4,2
CHEM0031132001,01,Tue,11,3
BIOL0031112004,01,Mon,11,3
BIOL0031112004,01,Wed,8,2
SPRT0031122003,01,Wed,4,2
HIST0031112004,01,Mon,4,2
STAT0031112001,01,Thu,11,3
ENVI0031142003,01,Tue,6,2
ENVI0031142003,01,Sun,11,1
COMM0031162006,01,Sat,8,2
PSYC0031182004,01,Tue,11,2
PSYC0031182004,01,Mon,9,2
PSYC0031182004,01,Fri,4,1
PSYC0031132005,01,Mon,1,2
PSYC0031132005,01,Tue,9,2
ENVI0031182004,01,Tue,11,2
SOFT0031152001,01,Fri,6,2
CHIN0031152001,01,Tue,3,2
CHIN0031152001,01,Thu,4,2
DATA0031172003,01,Mon,12,2
MARX0031152004,01,Mon,12,1
HIST0031142005,01,Mon,11,1
SOCI0031172003,01,Wed,11,2
SOCI0031172003,01,Fri,7,1
POLI0031132004,01,Mon,13,1
DESN0031112008,01,Fri,11,2
DESN0031112008,01,Mon,2,1
ELEC0031122001,01,Sun,1,3
POLI0031132005,01,Mon,6,2
POLI0031132005,01,Tue,9,2
POLI0031132005,01,Wed,3,1
PRIM0031112003,01,Thu,11,2
DESN0031172009,01,Tue,1,2
ELEC0031152002,01,Tue,3,2
ARTS0031162003,01,Fri,9,2
URBN0031152003,01,Thu,12,2
URBN0031152003,01,Mon,3,2
PUBA0031122001,01,Mon,6,3
PUBA0031122001,01,Wed,11,2
MUSI0031172003,01,Tue,9,2
COMS0031112004,01,Mon,9,2
CHIN0031152002,01,Tue,4,2
ECON0031132002,01,Tue,3,2
SPRT0031142004,01,Mon,12,2
MATH0031162002,01,Mon,1,2
SPED0031122002,01,Wed,12,2
HIST0031142006,01,Wed,12,2
HIST0031142006,01,Thu,6,1
POLI0031182006,01,Thu,2,1
POLI0031152007,01,Mon,6,3
DESN0031122010,01,Wed,1,3
HIST0031172007,01,Fri,11,3
CHIN0031182003,01,Mon,3,1
CLAS0031142002,01,Fri,9,2
MATH0031172003,01,Mon,1,2
MATH0031172003,01,Thu,8,2
SOCI0031142004,01,Wed,11,2
SOCI0031142004,01,Mon,6,1
DESN0031182011,01,Fri,7,1
MUSI0031112004,01,Wed,8,3
CHIN0031182004,01,Mon,3,3
HIST0031142008,01,Thu,8,2
HIST0031112009,01,Sat,11,3
ECON0031142003,01,Mon,12,2
CHIN0031122005,01,Fri,6,2
PHYS0031182002,01,Fri,3,2
EDUC0031112002,01,Thu,7,4
EDUC0031112002,01,Tue,8,2
BIOL0031182005,01,Mon,3,2
PHIL0031172001,01,Fri,4,2
PHIL0031172001,01,Wed,12,1
CHEM0031132002,01,Tue,3,2
CHEM0031132002,01,Wed,3,2
PHYS0031122003,01,Mon,1,2
PHYS0031122003,01,Tue,12,2
TEAC0031142002,01,Thu,11,2
TEAC0031142002,01,Tue,3,2
URBN0031182004,01,Wed,3,1
TEAC0031122003,01,Wed,3,4
TEAC0031122003,01,Thu,1,2
SOFT0031182002,01,Wed,8,2
SOFT0031182002,01,Thu,11,1
ELEC0031122003,01,Sat,8,3
MUSI0031132005,01,Thu,11,2
MUSI0031132005,01,Wed,6,2
CLAS0031172003,01,Sun,8,1
PHYS0031112004,01,Thu,1,2
PHYS0031112004,01,Tue,4,2
CHIN0031112006,01,Mon,11,2
CHIN0031112006,01,Fri,13,1
DESN0031182012,01,Mon,4,2
PSYC0031142006,01,Thu,8,2
PSYC0031142006,01,Fri,3,1
LAWS0031172002,01,Thu,11,2
ENVI0031132005,01,Thu,11,2
ENVI0031132005,01,Fri,8,2
ENVI0031132006,01,Mon,6,2
ENVI0031132006,01,Fri,2,1
CHEM0031122003,01,Thu,12,2
CHEM0031122003,01,Tue,8,2
MARX0031112005,01,Fri,4,2
MARX0031112005,01,Thu,4,2
CHIN0031172007,01,Tue,12,2
CHIN0031172007,01,Thu,9,1
DESN0031172013,01,Thu,3,2
SPED0031122003,01,Tue,11,2
SPED0031122003,01,Wed,10,1
ECON0031122004,01,Sat,3,2
ENVI0031142007,01,Wed,3,3
MATH0031142004,01,Thu,9,2
PHYS0031172005,01,Tue,6,2
ARTS0031152004,01,Thu,8,1
PHIL0031162002,01,Fri,9,2
CLAS0031142004,01,Thu,6,2
LAWS0031112003,01,Wed,6,2
TEAC0031122004,01,Thu,4,2
TEAC0031122004,01,Fri,8,2
HIST0031162010,01,Sat,1,2
HIST0031162010,01,Mon,9,2
MUSI0031172006,01,Wed,6,3
MUSI0031172006,01,Thu,12,2
MARX0031122006,01,Mon,11,2
MARX0031122006,01,Tue,3,2
MARX0031162007,01,Tue,1,3
LANG0031162002,01,Wed,1,3
TEAC0031132005,01,Wed,6,2
TEAC0031132005,01,Tue,6,1
CHEM0031112004,01,Mon,11,2
CHEM0031112004,01,Sun,10,1
URBN0031162005,01,Fri,11,2
BIOL0031112006,01,Wed,11,1
CHEM0031172005,01,Mon,8,2
CHEM0031172005,01,Thu,5,1
PUBA0031172002,01,Tue,6,2
MATH0031132005,01,Sat,3,3
PSYC0031132007,01,Mon,1,2
PSYC0031132007,01,Tue,6,1
STAT0031162002,01,Tue,5,1
STAT0031132003,01,Mon,10,1
STAT0031182004,01,Mon,11,2
STAT0031182004,01,Fri,2,1
DESN0031162014,01,Fri,12,2
DESN0031162014,01,Tue,9,1
PSYC0031152008,01,Fri,12,2
PHIL0031142003,01,Fri,11,3
PHIL0031142003,01,Tue,9,2
CLAS0031182005,01,Tue,6,2
LIBR0031132002,01,Mon,6,2
LIBR0031132002,01,Wed,4,2
PHIL0031112004,01,Thu,4,2
PHIL0031112004,01,Sat,1,2
PHIL0031162005,01,Thu,12,2
PHIL0031162005,01,Tue,3,2
COMS0031182005,01,Thu,12,2
PSYC0031122009,01,Wed,6,2
PSYC0031122009,01,Mon,12,1
PREE0031122005,01,Sun,1,1
SPED0031132004,01,Thu,8,2
SPED0031132004,01,Mon,5,1
SOFT0031132003,01,Mon,8,2
SOFT0031132003,01,Thu,7,1
COMS0031142006,01,Wed,8,2
COMS0031142006,01,Tue,10,1
LIBR0031172003,01,Wed,1,2
COMM0031142007,01,Wed,8,2
GEOG0031112003,01,Tue,6,3
GEOG0031112003,01,Fri,3,2
PREE0031132006,01,Fri,1,2
URBN0031142006,01,Tue,9,2
URBN0031142006,01,Mon,10,1
MUSI0031162007,01,Wed,3,2
BIOL0031142007,01,Thu,8,2
BIOL0031142007,01,Sat,1,2
ENVI0031122008,01,Mon,9,2
ENVI0031122008,01,Wed,9,2
DATA0031142004,01,Tue,3,2
POLI0031142008,01,Fri,3,2
POLI0031142008,01,Mon,1,2
DESN0031172015,01,Wed,8,3
EDUC0031182003,01,Wed,6,3
PREE0031182007,01,Sat,8,1
SOCI0031122005,01,Wed,9,2
PRIM0031132004,01,Sat,3,3
STAT0031162005,01,Thu,3,2
AINT0031132003,01,Fri,1,2
AINT0031132003,01,Thu,7,1
MARX0031122008,01,Tue,8,3
MARX0031122008,01,Mon,9,2
MUSI0031152008,01,Mon,11,3
SPED0031162005,01,Sun,6,2
SPED0031162005,01,Tue,3,1
ARTS0031122005,01,Wed,8,2
ARTS0031122005,01,Fri,4,2
ARTS0031122005,01,Thu,8,1
ENVI0031182009,01,Mon,3,2
SOCI0031142006,01,Fri,9,2
MUSI0031172009,01,Wed,6,3
ARTS0031172006,01,Tue,3,2
ARTS0031172006,01,Wed,3,2
LIBR0031172004,01,Sun,13,1
STAT0031182006,01,Thu,11,2
STAT0031182006,01,Fri,13,1
PREE0031142008,01,Fri,6,2
COMM0031162008,01,Wed,1,1
MATH0031132006,01,Wed,6,2
MATH0031132006,01,Fri,8,2
MATH0031132006,01,Sat,4,1
PHIL0031162006,01,Thu,3,3
TEAC0031182006,01,Wed,7,1
TEAC0031122007,01,Mon,12,2
TEAC0031122007,01,Tue,1,1
DATA0031152005,01,Mon,1,2
PSYC0031152010,01,Thu,1,2
PSYC0031152010,01,Fri,6,1
ARTS0031122007,01,Wed,3,3
POLI0031182009,01,Tue,9,1
AINT0031152004,01,Mon,8,2
AINT0031152004,01,Fri,8,2
AINT0031152004,01,Tue,7,1
SPRT0031152005,01,Wed,8,2
SOFT0031112004,01,Thu,1,2
SOFT0031112004,01,Wed,9,1
LANG0031142003,01,Fri,8,2
PHIL0031152007,01,Wed,11,2
AINT0031142005,01,Thu,9,2
SOCI0031182007,01,Fri,3,2
ENVI0031112010,01,Wed,8,2
ENVI0031112010,01,Tue,9,2
ENVI0031112010,01,Thu,1,2
HIST0031112011,01,Mon,3,3
PREE0031152009,01,Mon,12,2
MUSI0031172010,01,Tue,4,2
MUSI0031172010,01,Thu,11,1
CLAS0031132006,01,Tue,3,2
CLAS0031132006,01,Sat,6,2
MUSI0031142011,01,Wed,3,2
URBN0031132007,01,Sat,3,3
COMS0031152007,01,Fri,6,2
STAT0031142007,01,Mon,1,2
STAT0031142007,01,Wed,5,1
LAWS0031172004,01,Mon,8,3
TEAC0031122008,01,Tue,4,1
DESN0031112016,01,Fri,4,2
SPED0031182006,01,Sat,1,3
LANG0031112004,01,Tue,3,2
LANG0031112004,01,Fri,5,1
COMS0031142008,01,Tue,6,2
URBN0031142008,01,Thu,3,3
URBN0031142008,01,Fri,3,2
COMM0031132009,01,Mon,3,1
EDUC0031162004,01,Fri,12,2
SPRT0031112006,01,Fri,12,2
SPRT0031112006,01,Wed,9,2
SPRT0031162007,01,Wed,4,2
SPRT0031162007,01,Thu,5,1
DATA0031182006,01,Mon,6,3
URBN0031142009,01,Wed,1,2
CHIN0031162008,01,Tue,7,1
MARX0031172009,01,Thu,12,2
SOCI0031152008,01,Wed,12,2
COMM0031132010,01,Fri,8,2
COMM0031132010,01,Thu,4,1
SOFT0031152005,01,Wed,4,2
SOFT0031152005,01,Thu,6,1
DATA0031122007,01,Thu,3,1
DATA0031152008,01,Thu,1,2
AINT0031122006,01,Wed,11,2
SPED0031112007,01,Fri,3,2
PREE0031152010,01,Wed,1,2
LAWS0031122005,01,Wed,8,3
SPRT0031132008,01,Fri,9,2
SPRT0031132008,01,Wed,6,1
ARTS0031162008,01,Mon,6,3
PUBA0031112003,01,Mon,8,3
CHEM0031132006,01,Thu,4,2
ECON0031182005,01,Wed,11,2
CLAS0031142007,01,Fri,8,2
EDUC0031112005,01,Wed,6,2
ENVI0031142011,01,Wed,3,2
PRIM0031112005,01,Fri,8,2
SPED0031112008,01,Sat,11,3
SPED0031112008,01,Mon,11,2
URBN0031142010,01,Mon,12,2
URBN0031142010,01,Sat,9,1
URBN0031182011,01,Wed,12,2
COMS0031172009,01,Thu,6,2
STAT0031132008,01,Tue,9,2
STAT0031132008,01,Mon,7,1
SPRT0031132009,01,Thu,11,1
MARX0031122010,01,Fri,1,2
MARX0031122010,01,Tue,10,1
ELEC0031162004,01,Thu,8,1
MARX0031132011,01,Mon,12,2
ECON0031162006,01,Mon,11,3
AINT0031152007,01,Thu,6,2
LIBR0031162005,01,Fri,5,1
COMM0031182011,01,Sun,9,2
MUSI0031122012,01,Wed,8,3
MUSI0031122012,01,Thu,3,2
MARX0031142012,01,Tue,12,2
BIOL0031152008,01,Tue,9,2
BIOL0031152008,01,Thu,11,2
MARX0031152013,01,Thu,12,2
LANG0031182005,01,Thu,7,1
CHEM0031162007,01,Tue,9,2
SOFT0031122006,01,Mon,6,2
LAWS0031172006,01,Tue,7,1
URBN0031112012,01,Wed,3,4
URBN0031112012,01,Tue,6,2
GEOG0031152004,01,Thu,8,2
GEOG0031152004,01,Wed,5,1
ARTS0031112009,01,Wed,12,2
CLAS0031152008,01,Sat,6,2
CLAS0031152008,01,Fri,4,2
ELEC0031112005,01,Fri,8,3
POLI0031122010,01,Tue,1,2
POLI0031122010,01,Wed,8,2
SOCI0031172009,01,Fri,9,2
SOCI0031172009,01,Mon,13,1
CHEM0031132008,01,Mon,8,3
CHEM0031182009,01,Wed,6,1
MUSI0031122013,01,Sat,3,2
POLI0031162011,01,Wed,11,2
POLI0031122012,01,Mon,11,3
POLI0031122012,01,Fri,4,2
MARX0031142014,01,Tue,3,3
CHIN0031132009,01,Mon,11,3
COMS0031172010,01,Thu,8,2
SOCI0031152010,01,Mon,3,2
CLAS0031152009,01,Thu,1,3
CLAS0031152009,01,Tue,4,2
LAWS0031112007,01,Wed,3,2
LAWS0031112007,01,Tue,6,2
LAWS0031112007,01,Sun,2,1
POLI0031182013,01,Fri,4,2
MATH0031152007,01,Tue,12,2
PSYC0031172011,01,Tue,1,3
BIOL0031122009,01,Mon,8,2
BIOL0031122009,01,Fri,10,1
AINT0031142008,01,Tue,4,2
ELEC0031182006,01,Thu,6,2
ELEC0031182006,01,Fri,3,1
ENVI0031142012,01,Thu,3,3
CHEM0031152010,01,Thu,3,3
PHIL0031172008,01,Fri,1,2
SOFT0031132007,01,Thu,11,2
SOFT0031132007,01,Wed,1,1
PHIL0031162009,01,Sat,6,2
SOFT0031172008,01,Wed,3,2
PHIL0031112010,01,Thu,6,2
DATA0031122009,01,Tue,8,2
DATA0031122009,01,Wed,11,2
DATA0031122009,01,Sun,13,1
MATH0031122008,01,Thu,1,2
ARTS0031152010,01,Mon,3,2
PHIL0031172011,01,Sat,1,2
STAT0031172009,01,Mon,11,2
STAT0031172009,01,Fri,6,1
ARTS0031152011,01,Tue,8,2
ARTS0031152011,01,Wed,9,2
SPRT0031172010,01,Wed,3,2
SPRT0031172010,01,Thu,8,1
ARTS0031162012,01,Fri,8,2
PHYS0031142006,01,Tue,9,2
PHYS0031142006,01,Wed,6,1
HIST0031152012,01,Wed,6,2
CLAS0031142010,01,Mon,4,2
CLAS0031142010,01,Wed,5,1
STAT0031112010,01,Fri,4,2
STAT0031112010,01,Sat,4,2
COMS0031182011,01,Fri,4,1
ARTS0031112013,01,Tue,8,2
SOCI0031132011,01,Tue,11,2
DATA0031182010,01,Wed,3,3
AINT0031112009,01,Tue,9,2
AINT0031112009,01,Fri,6,1
PSYC0031172012,01,Wed,5,1
COMM0031162012,01,Thu,8,2
GEOG0031152005,01,Fri,11,3
GEOG0031162006,01,Fri,8,2
PSYC0031122013,01,Wed,8,2
PSYC0031122013,01,Fri,8,2
PSYC0031122013,01,Thu,13,1
GEOG0031142007,01,Mon,6,2
GEOG0031142007,01,Thu,1,1
CHEM0031142011,01,Tue,3,3
CHEM0031142011,01,Thu,11,2
PHIL0031152012,01,Fri,6,2
PHIL0031152012,01,Tue,13,1
PUBA0031122004,01,Fri,11,3
LIBR0031142006,01,Wed,8,2
CHEM0031152012,01,Thu,11,1
MARX0031152015,01,Thu,8,2
MARX0031152015,01,Sun,13,1
PUBA0031152005,01,Thu,6,2
PSYC0031132014,01,Thu,6,2
PSYC0031132014,01,Wed,12,1
DATA0031142011,01,Wed,4,2
DATA0031142011,01,Fri,6,2
STAT0031172011,01,Mon,1,2
STAT0031172011,01,Tue,6,1
EDUC0031112006,01,Mon,3,3
EDUC0031112006,01,Thu,3,2
GEOG0031122008,01,Thu,10,4
GEOG0031122008,01,Tue,1,2
SPED0031122009,01,Thu,8,2
SPED0031122009,01,Fri,3,1
COMM0031122013,01,Wed,13,1
PRIM0031152006,01,Wed,6,2
PRIM0031152006,01,Mon,3,2
MARX0031132016,01,Tue,12,2
SPED0031152010,01,Wed,8,3
SOCI0031162012,01,Thu,11,2
SOCI0031162012,01,Wed,13,1
BIOL0031172010,01,Fri,3,2
BIOL0031172010,01,Thu,5,1
MARX0031162017,01,Fri,4,2
URBN0031142013,01,Thu,8,2
URBN0031142013,01,Fri,6,2
MUSI0031122014,01,Wed,12,2
URBN0031182014,01,Mon,6,2
CLAS0031172011,01,Mon,10,1
DATA0031132012,01,Fri,1,2
DATA0031142013,01,Mon,3,2
DATA0031142013,01,Tue,3,1
PRIM0031152007,01,Mon,4,2
SPRT0031122011,01,Mon,6,2
PHIL0031112013,01,Thu,12,2
HIST0031152013,01,Thu,12,2
PRIM0031172008,01,Fri,8,2
PRIM0031172008,01,Wed,2,1
TEAC0031162009,01,Thu,6,1
ENVI0031112013,01,Fri,9,2
LAWS0031122008,01,Fri,3,2
LAWS0031122008,01,Wed,11,2
LAWS0031122008,01,Thu,1,1
CHEM0031132013,01,Fri,9,2
MATH0031182009,01,Thu,9,2
PHIL0031182014,01,Wed,12,2
PHIL0031182014,01,Thu,11,2
MUSI0031112015,01,Thu,8,2
MUSI0031112015,01,Tue,4,2
PREE0031152011,01,Tue,8,2
PREE0031152011,01,Wed,3,1
CLAS0031152012,01,Thu,4,2
SOCI0031162013,01,Wed,8,2
LANG0031152006,01,Mon,9,2
LANG0031152006,01,Fri,6,1
ELEC0031152007,01,Mon,9,2
URBN0031172015,01,Wed,1,2
URBN0031172015,01,Mon,9,1
DESN0031152017,01,Mon,9,2
URBN0031152016,01,Mon,6,2
URBN0031152016,01,Sun,3,2
PUBA0031132006,01,Wed,8,2
PUBA0031132006,01,Sat,9,2
PUBA0031132006,01,Thu,13,1
LIBR0031172007,01,Mon,3,2
LIBR0031172007,01,Tue,7,1
POLI0031182014,01,Fri,1,2
CHIN0031132010,01,Wed,8,2
CHIN0031132010,01,Thu,6,2
GEOG0031172009,01,Tue,3,2
GEOG0031172009,01,Mon,6,2
PREE0031172012,01,Mon,3,1
LAWS0031132009,01,Wed,9,2
LAWS0031132009,01,Mon,4,2
SOCI0031172014,01,Fri,11,2
LAWS0031142010,01,Tue,12,2
SPRT0031152012,01,Wed,6,2
LANG0031132007,01,Mon,3,2
LAWS0031152011,01,Mon,8,2
LAWS0031152011,01,Tue,3,2
PUBA0031162007,01,Fri,12,2
PUBA0031172008,01,Tue,6,3
PUBA0031172008,01,Fri,1,2
COMS0031132012,01,Mon,8,2
COMS0031172013,01,Thu,3,2
LANG0031142008,01,Tue,6,2
GEOG0031152010,01,Wed,12,1
BIOL0031182011,01,Wed,6,2
BIOL0031182011,01,Mon,1,1
PREE0031112013,01,Wed,8,1
DATA0031162014,01,Mon,4,2
DATA0031162014,01,Tue,11,1
PREE0031152014,01,Wed,1,2
PREE0031152014,01,Thu,12,1
HIST0031172014,01,Tue,4,2
HIST0031172014,01,Wed,9,1
EDUC0031112007,01,Thu,8,1
PREE0031162015,01,Tue,11,2
PREE0031162015,01,Mon,4,2
PREE0031162015,01,Fri,3,1
PHYS0031112007,01,Wed,6,3
PHYS0031112007,01,Fri,12,2
LIBR0031152008,01,Wed,4,2
LIBR0031152008,01,Thu,12,2
ENVI0031112014,01,Thu,12,2
BIOL0031122012,01,Wed,1,2
BIOL0031122012,01,Fri,4,2
BIOL0031172013,01,Mon,7,1
STAT0031182012,01,Wed,3,1
PHYS0031122008,01,Mon,11,3
ECON0031122007,01,Mon,3,2
ECON0031122007,01,Thu,6,2
ECON0031122007,01,Wed,1,1
ELEC0031162008,01,Fri,4,2
SOFT0031142009,01,Thu,4,2
PUBA0031112009,01,Wed,3,2
EDUC0031152008,01,Tue,4,1
PUBA0031132010,01,Fri,11,1
GEOG0031172011,01,Thu,6,1
LAWS0031122012,01,Thu,3,2
LAWS0031122012,01,Mon,9,2
SOFT0031162010,01,Mon,3,3
COMM0031172014,01,Tue,1,2
COMM0031182015,01,Thu,12,2
SPED0031142011,01,Sun,12,2
SPED0031142011,01,Fri,9,2
BIOL0031162014,01,Wed,1,2
BIOL0031162014,01,Mon,4,2
COMS0031162014,01,Mon,4,2
COMS0031162014,01,Sat,13,1
LANG0031142009,01,Tue,9,1
BIOL0031152015,01,Fri,4,2
AINT0031132010,01,Thu,6,2
AINT0031132010,01,Sat,3,2
POLI0031112015,01,Fri,6,2
POLI0031112015,01,Mon,1,2
POLI0031112015,01,Tue,9,1
COMS0031112015,01,Tue,4,2
COMS0031112015,01,Wed,11,1
COMS0031152016,01,Thu,1,2
GEOG0031112012,01,Sun,3,3
GEOG0031112012,01,Tue,6,2
SOCI0031172015,01,Wed,9,2
POLI0031122016,01,Thu,6,2
MATH0031172010,01,Tue,4,2
MATH0031172010,01,Thu,11,1
TEAC0031112010,01,Fri,6,2
ELEC0031112009,01,Tue,9,2
ELEC0031112009,01,Wed,9,1
LIBR0031112009,01,Fri,6,3
LIBR0031112009,01,Thu,1,2
SOFT0031122011,01,Tue,3,2
CHEM0031112014,01,Fri,1,2
CHEM0031182015,01,Sat,9,2
CHEM0031182015,01,Mon,12,1
COMS0031122017,01,Wed,1,2
MATH0031142011,01,Wed,9,2
MATH0031142011,01,Thu,8,1
STAT0031142013,01,Sat,6,2
STAT0031142013,01,Wed,7,1
PREE0031122016,01,Thu,6,3
PREE0031122016,01,Sun,6,2
URBN0031132017,01,Thu,8,2
ARTS0031142014,01,Wed,1,1
TEAC0031142011,01,Tue,6,2
TEAC0031142011,01,Mon,11,1
PRIM0031132009,01,Tue,4,2
ARTS0031162015,01,Wed,11,2
ARTS0031162015,01,Mon,3,1
PHIL0031182015,01,Wed,3,3
PHIL0031182015,01,Mon,6,2
PRIM0031142010,01,Thu,11,2
PRIM0031142010,01,Mon,1,2
PRIM0031142010,01,Fri,6,1
SOFT0031122012,01,Fri,6,2
LAWS0031172013,01,Wed,6,3
ELEC0031162010,01,Tue,3,2
SOCI0031142016,01,Fri,1,2
LIBR0031172010,01,Thu,6,1
SPED0031112012,01,Tue,8,3
SOFT0031112013,01,Mon,1,3
CHEM0031132016,01,Sun,11,2
TEAC0031172012,01,Fri,8,2
HIST0031132015,01,Mon,11,2
HIST0031132015,01,Thu,9,1
POLI0031142017,01,Fri,11,2
POLI0031142017,01,Wed,6,2
COMS0031112018,01,Mon,6,2
DESN0031182018,01,Fri,3,2
DESN0031182018,01,Thu,10,1
SOFT0031182014,01,Mon,8,2
SOFT0031182014,01,Thu,6,2
PREE0031112017,01,Thu,11,2
SOCI0031172017,01,Fri,4,1
SPRT0031162013,01,Fri,4,2
HIST0031132016,01,Wed,4,2
PRIM0031152011,01,Thu,6,2
PRIM0031152011,01,Fri,9,2
HIST0031122017,01,Mon,8,2
HIST0031122017,01,Tue,4,1
COMS0031142019,01,Wed,8,2
EDUC0031162009,01,Fri,11,2
EDUC0031162009,01,Tue,4,1
DESN0031162019,01,Wed,6,2
BIOL0031172016,01,Thu,9,2
MUSI0031132016,01,Thu,9,2
HIST0031162018,01,Wed,8,2
HIST0031162018,01,Thu,11,1
PHIL0031172016,01,Tue,8,2
TEAC0031122013,01,Tue,3,2
POLI0031142018,01,Sat,4,2
POLI0031152019,01,Tue,4,2
POLI0031152019,01,Thu,2,1
TEAC0031142014,01,Mon,4,2
TEAC0031142014,01,Tue,8,1
HIST0031122019,01,Thu,6,2
HIST0031122019,01,Sat,9,1
PHYS0031122009,01,Fri,1,2
PHYS0031122009,01,Mon,6,1
MATH0031112012,01,Mon,1,2
